sentence,label,alpha,id,word_count
vehicle dealer harasses customer sell plan amp comply service part amp consumables customer come avail act dealer,3,a,2782,17
concern big issue zest regard noise problem take well seem solve run car nearly month manager take keen interest good job,3,a,2783,21
dear feedback really hate fact infotainment system start radio weird sound possible whenever switch key would prefer silent please make change next software update,3,a,2784,24
honda fit preventative,4,a,2785,3
raise complaint august still get proper support complaint,3,a,2786,8
reliable vehicle get,0,a,2787,3
car way adjustable headrest,0,a,2788,4
unmatched power help drive easily even monsoon big load body enables carry load earn profit information,3,a,2790,16
work since yesterday please look matter resolve matter quickly,3,a,2791,9
get back assistance would happy help,3,a,2793,6
new key honda accord begin car,2,a,2795,6
unable find detail kindly share contact information dealer detail team connect quicker assistance,3,a,2798,13
car repairable,4,a,2800,2
pontiac starter issue,4,a,2801,3
anyone idea warn mean keep pop find thing online,4,a,2803,9
car shake around,4,a,2805,3
concerned hear problem face respond post facebook kindly check acknowledge team connect assist,3,a,2806,13
hope problem solve,3,a,2807,3
truly part independence journey day aspire develop nation connect route towards progress still mile wish happy,3,a,2808,16
buy car,0,a,2809,2
chevy suburban light,4,a,2810,3
one month need towed due malfunction system tow arrange customer care hope resolve technical staff hope keep customer hope trust alive,3,a,2811,21
dear pathetic service provide customer guy play customer emotion please shut door customer care service workshop play game customer,3,a,2812,19
complain hope resolve soon pending many day customer care copy paste send amp nothing solve customer,3,a,2813,16
yeah would want know mileage,0,a,2817,5
school ethos international purchase school bus engine body june auto sale first rain june roof start leak complain agree,3,a,2820,19
brotherhood finally take mighty pa way back,3,a,2821,7
safety feature focus provide complete safety young school kid come outfit school bus feature like individual seat lap belt door alarm window guardrail ensure child safe every minute journey,3,a,2822,29
give car service service give car back oil cap entire engine soak oil mistake trust dint check bonnet bad nobody address complains customer care,3,a,2824,24
start car couple found spark plug time new plug large issue cylinder like assume throughout bmw engine,4,a,2826,17
also concern tyre vehicle also change dealer condition vehicle suggest must take legal action motor dealer,3,a,2827,16
heavy duty aggregate ultra perform business india ultra fast,3,a,2828,9
air deflector thing get exact part broke mine want fix properly come front low bumper thanks,4,a,2829,16
whole car keyed car way fix repaint whole thing,4,a,2830,9
get new accent replace front passenger brake line,4,a,2831,8
imagine scenario purchase vehicle test drive,1,a,2832,6
dear kill already kill owner neither log register forthcoming email support totally indifferent way earn customer loyalty fail shame,3,a,2833,19
please share contact detail car chassis number dealer information via relevant team assist soon,3,a,2834,14
thank interest automatic variant introduce part product life cycle announce appropriate time,3,a,2835,12
engine torque automatic wheel drive kill jeep compass,3,a,2836,8
anyone else interested best way recondition car battery,4,a,2837,8
crowd place trouble,2,a,2838,3
seem engine start,2,a,2842,3
want drive dec vista motor help,3,a,2843,6
let know need assistance future glad help,3,a,2844,7
would like know concern kindly contact detail forward concern relevant team,3,a,2846,11
get checked team kindly share request detail via help team connect quicker assistance,3,a,2848,13
open new service bangalore well train staff experience motor service bangalore horrible although like car bought open service point,3,a,2849,19
fitness certificate need test drive,1,a,2851,5
also never type issue think car totally,3,a,2852,7
thank share contact number however also require dealer detail relevant team connect assist,3,a,2853,13
car manual automatic,0,a,2856,3
thank express interest suggest visit near motor dealership avail best deal discount available city click find dealership closest,3,a,2857,18
want buy deal motor despite major ongoing sale drop car layoff factory discount valid till end july suddenly withdrawn compel cancel book like others,3,a,2858,24
request share concern along contact information vehicle model dealer detail chassis number via team connect assist,3,a,2860,16
hill descent light hyundai santa,4,a,2861,5
violently shift park use day,4,a,2863,5
value pattern vehicle,0,a,2864,3
roll mitigation available plus variant get back need assistance glad help,3,a,2867,11
sent detail via please check revert,3,a,2868,6
eat sleep drive repeat keep brotherhood day,3,a,2869,7
reveal soon,3,a,2871,2
hit wheel stud drum break solution,4,a,2873,6
get car deliver yesterday get without floor mat bill already along vehicle say stock rainy season try hour register complaint hour helpline cut call call back pathetic,3,a,2875,27
congratulation anyone comment service,3,a,2877,4
extremely extremely disappointed delhi dealer mistake dealt take ride spoil name well,3,a,2878,12
thank appreciation automatic variant introduce part product life cycle announce appropriate time please stay tune website social medium handle update,3,a,2880,20
true version,3,a,2882,2
however include essential software hardware feature safety like electronic stability program lockout prevention driver amp driver reminder,3,a,2883,17
concerned hear problem friend face would like help please share contact number name via relevant team get touch address concern,3,a,2884,20
team assist please share contact detail car chassis number via connect help,3,a,2885,12
disappointed know experience please share car model contact information vehicle chassis number via team connect quicker assistance,3,a,2887,17
wheel drive front wheel drive reverse,0,a,2889,6
show yellow indicator without auto mode mode work rode please help fast,3,a,2890,12
stylish ultra come bucket seat integrate headrest dashboard mount gear lever provide comfort driver well driver long journey,3,a,2893,18
thank write product extremely proud encapsulates cream engineering prowess style skill firmly look expand brotherhood,3,a,2894,15
interested xenon aria commercial vehicle model available please share detail price,3,a,2895,11
price range accord variant,1,a,2898,4
dishearten hear would really like help regard issue face kindly share contact information car chassis number dealer detail via team connect assist,3,a,2900,22
concerned hear experience want help please let know concern via along car model contact information vehicle chassis number relevant team assist assistance,3,a,2901,22
sonata rear window problem help,4,a,2902,5
request elaborate concern via soon relevant team assist,3,a,2903,8
wait since month book concord motor give incorrect address submit detail book even though highlight address incorrect nobody concord motor help get book,3,a,2904,23
peter would really like know anything assist please explain concern detail via would happy help,3,a,2906,15
know much feasible say possible electrically adjustable seat sunroof thanks congratulation building wonderful machine,3,a,2908,14
anything specific assist please explain query detail via would happy help,3,a,2909,11
thank write per company policy comment future product strategy company however continue sell across country recently launch new edition well receive customer,3,a,2913,22
pathetic service experience immaturity handle customer problem force sell bearing loss year even escalate issue nobody care damage brand lose customer like,3,a,2914,22
bus come fit best safety feature like pneumatic door grab handle stop sign warn driver case door left open ensure maximum safety kid every point time journey school back,3,a,2916,29
anyone idea noise may clutch say sometimes around corner help,4,a,2918,10
family drive together stay together,3,a,2919,5
one side say sale drop side dealership say available wait week clue,3,a,2921,12
disappointed know experience please share contact information car chassis number dealer detail via team connect quicker assistance,3,a,2922,17
temperature jeep instrument cluster water temp dummy light turn,4,a,2923,9
bought automobile hyderabad may till could get register form special vehicle happy response dealer need help,3,a,2924,16
respond via kindly check,3,a,2927,4
hit car pole much would repair cost,4,a,2928,7
dear always fan guess still planning buy one feel sad guy left die slow death people say buy obsolete interior sunroof think,3,a,2929,22
would definitely look concern raise however without request detail would unable forward concern relevant team assistance,3,a,2930,16
suggestion fix paint blemish,4,a,2931,4
vehicle take premium gas need special maintenance,1,a,2933,7
never want customer experience please elaborate concern also share contact detail via team connect assist,3,a,2934,15
bade load area payload capacity ultra business trip,3,a,2938,8
anyone respond service,3,a,2939,3
motor truck powerful technologically advanced commercial mover dedicate drive indian business towards quicker success,3,a,2940,14
windshield wiper stop squeak,4,a,2942,4
like motor service commercial motor want buy dealer interested take call even work dealer mumbai service never give fan depart service,3,a,2943,21
car dodge caliber,4,a,2944,3
definitely experience want however acknowledge concern via forward team rest assure resolve early,3,a,2945,13
different model available difference,1,a,2946,4
dear pay upgrade car new,3,a,2948,5
second totally poor crack windshield responsible fix want kind consideration customer investor expect well response side regard,3,a,2949,17
squeak noise come rear passenger side civic hybrid consistent rhythmic engine surge gear steady low throttle car make crack noise front passenger side gear change pull really easily cause easy fix drop something fuel,4,a,2950,34
service warranty,1,a,2953,2
also iphone list model even use navigation nonsense please handle,3,a,2954,10
dear sir purchase ultra bus motor day ago bus issue alternator showroom warranty take response,3,a,2955,15
experience best gujarat supreme comfort visit beautiful tourist destination whole family winger,3,a,2957,12
management announce thing cannot say openly confirm reply,3,a,2959,8
life breath take,3,a,2960,3
sent massage detail hope reply soon,3,a,2961,6
little bit fun drive commences,3,a,2964,5
commitment care customer mobile number please call complete promise car mine wait talk somebody genuine feel customer associate team solve car problem car month old,3,a,2965,25
definitely help kindly share contact number location detail via team connect assist,3,a,2966,12
bought bad customer service agent would recommend one opt car agent even customer satisfaction manager able resolve issue refer attach,3,a,2968,20
purchase new vehicle,0,a,2969,3
motor book new car representative convincing buying old car finally cancel return complete money showroom ask buy car otherwise return singh money help,3,a,2971,23
rain water come inside passenger side painful time authorize service indore fix issue check detail regard fix issue,3,a,2972,18
self purchase model date jan partner commit highway cross thousand still please help,3,a,2974,13
stay toyota tacoma road anything wheel tire reset turn,4,a,2975,9
responsible thing fails car amp take refund almost year part,3,a,2976,10
please clarify attach document get job offer hope genuine great dream come true thanks hind,3,a,2977,15
slight shake drive turn,4,a,2979,4
congratulation purchasing welcome motor family,3,a,2980,5
ultra deck space clinically design ultra comfortable cabin becomes easy choice two wheeler delivery across country,3,a,2981,16
like know would recommend change brake rotor vehicle,4,a,2982,8
thing happen dealer seem happy third grade register service dealer squeeze money sell part intentionally damage good part regular service disappointed,3,a,2986,21
test drive multiple model car one stretch,1,a,2988,7
please help confirm,3,a,2989,3
get set cover glad work soon thank,3,a,2990,7
yeah sunroof require accessory day india certain car sunroof big display make kill segment hope learns,3,a,2991,16
feel like cheat free service cost overprice motor happen time malpractice unnecessary thing recommend demand service book,3,a,2993,17
smoke projector,3,a,2995,2
please tell model devoid get get silently update new inch feature,3,a,2996,11
stage standard,0,a,2997,2
disappointed know experience please share contact detail car chassis number dealer information via team quickly connect address concern,3,a,2999,18
ace gold mile mile karo payment,3,a,3000,6
ignore advice friend bought replace year corolla first journey issue every day visit workshop already scar take car long drive grateful help,3,a,3001,22
wow bet awesome adventure keep share picture video journey,3,a,3002,9
unprofessional put mildly none even pick call keep say return get debit every rupee matter middle class must pay guy fail deliver must suffer,3,a,3003,24
please tell meant via contact,3,a,3004,5
car manual automatic,1,a,3005,3
regret buying get lot problem purchase month music system problem battery problem engine start please,3,a,3008,15
disappointed hear would like help kindly provide vehicle model car chassis number contact information dealer detail via help relevant team contact assistance,3,a,3009,22
ground clearance,1,a,3010,2
reinstall option yet show,3,a,3011,4
alternatively share contact number location detail via quickly arrange call back address concern,3,a,3013,13
road trip oil change,4,a,3014,4
issue provide complaint number,3,a,3015,4
siddhartha thank share request detail highlight concern relevant team rest assure connect soon resolve early,3,a,3016,15
enthral game show stop ramp walk family celebrates thank,3,a,3017,9
truck start instal amp sub,2,a,3018,5
dedicate booth registration take place welcome team splendid preparation place dear customer stay tune witness action unfold,3,a,3019,17
well depends cause sort stuff may enrage dealer totally personal opinion,1,a,3020,11
thank reach option day amp night available variant,3,a,3021,8
explore beautiful destination family member comfort winger,3,a,3022,7
pontiac grand sensor extra plug,4,a,3024,5
safety feature car,0,a,3025,3
use reply tweet shock every comment get reply mention hire,3,a,3027,10
average maintenance cost post two year,1,a,3028,6
watch video please see guy built,3,a,3029,6
know report person try cheat want share bank account detail transfer amount money account claim lottery prize,3,a,3031,17
mitsubishi cad good buy,0,a,3033,4
thank write back suggest visit near motor dealership get best guidance per requirement locate near dealer please click link,3,a,3035,19
appreciate continued interest automatic variant assure introduce part product life cycle stay tune website social medium handle update,3,a,3037,18
motor july timing belt change feb timing belt change dec timing belt change dec timing belt change feb timing belt change car service center,3,a,3038,24
shop say caliper jacked car work fine,4,a,3039,7
purchase month march delivery take april point time scheme gold coin surprisingly one well dealership willing give gold coin share proof require,3,a,3040,22
let know anything else need assistance would glad help,3,a,3041,9
problem occur car today july concord motor service today car get second breakdown month,3,a,3042,14
quick response quick service issue resolve thank,3,a,3044,7
weight ace,3,a,3045,2
disappointed hear would like help kindly provide car chassis number contact information via help relevant team contact assistance,3,a,3046,18
disappointed hear would like help kindly provide vehicle model car chassis number contact information via help relevant team contact assistance,3,a,3047,20
sorry face would like help please share contact information vehicle chassis number dealer detail via relevant team connect assist,3,a,3050,19
planning brake,4,a,3051,2
month call call center inquire amp response dealership great customer service delivery best exist customer,3,a,3052,15
look reliable first car build mod best year honda civic accord recommendation thanks,0,a,3053,13
spoiler please hold excitement everything reveal soon,3,a,3054,7
roll india reason drive safe,3,a,3055,5
even reply tweet,3,a,3058,3
bright neon yellow exterior make school bus easily even heavy rainy day monsoon minimize chance accident mishap due poor visibility,3,a,3062,20
truck stall,2,a,3063,2
howdy folk grandpa fiat fancy look icon show drive good idea info handbook circle red key turn come,4,a,3064,18
thank motor nice present vehicle superb,3,a,3065,6
never want customer experience share concern team soon connect assist,3,a,3066,10
option available,1,a,3067,2
stage standard,1,a,3068,2
cross service motor passenger car view disturbed,3,a,3069,7
told dealer provide claim facility renew car insurance policy fraud get exact policy cheaper broker yet force,3,a,3070,17
inch rain gujarat drove nearly knee deep water road even minor trouble beast thanks,3,a,3071,14
call call one pick,2,a,3073,4
service pathetic poor management work delay service commitment work mismanagement,3,a,3074,10
sincerely apologize inconvenience cause take concern via instagram forward detail team rest assure soon connect resolve early appreciate cooperation meantime,3,a,3076,20
hope everyone safe incident please let know anything specific need assistance also share contact detail car chassis number dealer information via team connect assist,3,a,3077,24
cool even cleaning filter feel like well open shade well use please please please resolve,3,a,3078,15
hum car chassis contact number dealer mai,3,a,3079,7
team try contact number provide however call unanswered request share convenient time call get touch quickly resolve concern,3,a,3080,18
want far,2,a,3083,2
check write back amp still reading similar story customer google review access coimbatore action take customer satisfaction something showroom care,3,a,3084,20
high school student look sporty first car budget,0,a,3085,8
replace driver side seat belt buckle sound reasonable much,4,a,3086,9
thank guy receive call local dealership support appreciate,3,a,3087,8
people please take care love lot hopefully treat,3,a,3088,8
drove overheat car minute junkyard kind damage think occur,4,a,3089,9
error code recently bought use chevy sonic,4,a,3090,7
alternative repaint car rust,4,a,3091,4
waste time gonna work,3,a,3093,4
yes important factor also feature like brake wheel disc brake enhance brake,0,a,3094,12
anyone help diagnose noise,4,a,3096,4
service network like brand,1,a,3098,4
give car service service car start kindly need attention dealer respond properly,3,a,3099,12
thank share alternate contact number share team soon connect accordingly,3,a,3101,10
car manufacture last year offer low price compare late manufacture,1,a,3102,10
product aria sell almost year back breakdown every time drive,3,a,3104,10
truck anything use tow high engine torque,4,a,3105,7
pathetic sale network able give test drive give schedule time,3,a,3106,10
thank bring notice however rest assure team already take concern provide best possible resolution let know assistance require would happy help,3,a,3107,21
contact dealer auto industrial area,3,a,3108,5
test coil pack locate manifold,4,a,3109,5
need tip massive chunk take front piece,4,a,3110,7
buick century wagon die uphill,4,a,3111,5
month ago proud owner car due sale service like service provider like hate car new car good sale service buy,3,a,3113,20
little kid face difficulty boarding alight bus lower first step school bus ensures get bus safer easy,3,a,3114,17
per update receive understand team address concern assistance request get touch surely help,3,a,3115,13
look something sporty reliable low maintenance cost,0,a,3117,7
get back assistance would glad help,3,a,3119,6
disappointed know want help kindly elaborate concern also share contact number car model dealer detail via help well assist,3,a,3120,19
bought zest year back pathetic car pathetic service pathetic customer service future buy ant car,3,a,3121,15
good daily,0,a,3124,2
thank reach sticker part welcome kit decal provide member take part soul drive part soul drive kit,3,a,3127,17
remove tire rim hand,4,a,3128,4
awesome click see enjoy experience,3,a,3131,5
honda accord major issue,0,a,3132,4
small mid get,0,a,3133,3
get picture step dad wonder could tell car interior belong,4,a,3134,10
surely help please share contact detail referral contact number car model dealership information via team connect quicker assistance,3,a,3135,18
dear winger purchase private well commercial application please reach near dealership share contact detail address query might,3,a,3136,17
really proud lover love motor hold steer sumo since sumo good moment also know sumo first register district love,3,a,3138,19
small big complete time one king proud member family indian brand car thank,3,a,3139,13
thanks respond share request detail,3,a,3140,5
contact number dealer name motor sector,3,a,3141,6
thank interest regard query would request please visit near dealership motor dealership understand engine control unit,3,a,3142,16
system code come ranger,4,a,3143,4
hey please help instruction connect bluetooth audio mobile phone,3,a,3146,9
feel excite take delivery first indian car tomorrow hope would great journey new machine look forward,3,a,3147,16
digital speedometer help keep easy check speed route reward journey say hello profit know click india,3,a,3149,16
dear sir auto ancillary supplier supply motor small startup base bangalore many innovative idea lie idle kindly request invest company like grow become global giant,3,a,3150,25
thanks much prompt reply purchase multi tech mother car dealer near engine chassis mat,3,a,3153,14
anyone hear service issue,3,a,3154,4
inexperienced car need help change,4,a,3157,5
weird rattle away second hyundai genesis coupe,4,a,3158,7
would anyone able test drive vehicle,1,a,3161,6
success come way air condition comfort high performance keep motivate take new height know click india,3,a,3164,16
exam test road pa unwanted bump easily way ground clearance visit book test drive,3,a,3165,14
safety measure car offer,0,a,3169,4
unfortunate customer grow old man try preach teach,3,a,3170,8
ran sure badly car damage,4,a,3172,5
dear bought new last year march yesterday car get change spare wheel notice next day spare wheel different normal wheel spare ask car dealer say small fooling,3,a,3173,27
thank write suggest visit near motor dealership able assist well requirement click find dealership closest location,3,a,3174,16
mumbai team support,3,a,3175,3
last time look,3,a,3176,3
share extremely pathetic experience,3,a,3177,4
ace zip gold advantage business,3,a,3179,5
front vent work,4,a,3180,3
break condition free pick tow anywhere country,1,a,3182,7
college student full time worker look fun reliable good gas mileage car good sound system,0,a,3184,15
option multi year service contract,0,a,3185,5
want give advise design work back profile car think back design match front aggressive sportier look design car matter lieu spec user see design first spec,3,a,3186,26
get refund book cost book recently want know,3,a,3187,8
chrysler cruiser randomly jerk happen,4,a,3188,5
guess dump showroom huge note car state company suck exactly india never ever good customer service especially sale service prefer vehicle,3,a,3190,21
much disappointed service never expect guy disappoint,3,a,3191,7
decide vehicle buy,0,a,3192,3
look short duration power source door open,4,a,3193,7
sorry trouble surely help please share referral contact detail vehicle model dealership information via team connect quicker assistance,3,a,3194,18
get vehicle arrive home,2,a,3195,4
please stay tune website social medium handle update,3,a,3197,8
drive bad sensor,4,a,3198,3
disappointed hear would like help please share contact number via quickly get touch address concern assist,3,a,3199,16
thank car follow indigo plus super satisfied car promise buy manufacturer car till alive thank amp employee world class product,3,a,3200,20
disappointed know experience please share contact number team contact quicker assistance,3,a,3201,11
huge thud whenever driveway sound like come back idea kind hard hear car super loud,4,a,3203,15
pull starter put accord,4,a,3204,4
regret inconvenience cause would like help please elaborate concern also share vehicle model contact number dealer detail via help team connect assistance,3,a,3205,22
transmission replacement car mile,4,a,3206,4
bought look forward amaze experience,3,a,3208,5
today follow minute seriously road presence despite issue think real budget,3,a,3210,11
issue month clutch plate damage seriously doubt issue service center neglect,3,a,3211,11
prompt reply take action day van service within one year purchase engine get damage two time acceptance letter local workshop mechanic letter amp case history attach,3,a,3212,26
voice recognition system work,0,a,3213,4
road end adventure begin,3,a,3214,4
color variant car sell,1,a,3215,4
never want customer experience please elaborate concern also share contact detail car model via team connect assist,3,a,3216,17
suggest visit near motor dealership get best guidance per query locate near dealer please click link get back require assistance would happy help,3,a,3217,23
recently dealer told start book true,3,a,3218,6
class service one site,3,a,3219,4
welcome glad concern resolve could assistance get back need assistance glad help,3,a,3220,12
sorry face would like help please share contact number vehicle chassis number dealer detail via soon contact help improve motor experience,3,a,3222,21
complaint month get delivery still receive card dealer wash hand ask get give different reply able locate card yet help,3,a,3223,20
sporty fun drive daily driver,0,a,3224,5
believe represent value ethic high order recently bought experience let anyone know buy car thanks service motor delhi living past,3,a,3225,20
take trip beautiful city entire family comfort winger,3,a,3227,8
really delighted know experience keep share thought would glad hear,3,a,3228,10
kindly stay tune website social medium handle find,3,a,3229,8
sir sent detail regard address contact,3,a,3230,6
sincerely apologize inconvenience cause however respond concern via kindly check acknowledge,3,a,3232,11
idea could cause slowly leak week happen chance get look,4,a,3233,10
test infer accessible early morning,1,a,3234,5
load area ultra let build size milk tanker compare truck ensure revenue well return,3,a,3235,14
car phantom unlock half lock manually lock second later unlocks stop car mechanic available,4,a,3236,14
windshield washer fluid reservoir contamination,4,a,3237,5
bitten twice shy thrice call customer spent every time hearing assurance problem resolve day problem occur engine issue light always,3,a,3238,20
welcome celebration unlike city get well,3,a,3239,6
jenny never want customer experience please share contact detail via team connect assist,3,a,3241,13
world youth skill day salaam bombay foundation launch dream lab initiative aim develop skill youth head part panel discussion regard unemployment skill gap issue know,3,a,3242,25
open sunday,1,a,3243,2
hope auto sector slows long period guy pain own elephant zero value customer product sale proper service support half train technician amp spare,3,a,3244,23
thank write respond concern via kindly check,3,a,3245,7
suffer manufacturing defect vehicle please take back exchange maintain great quality good relation extreme reputation market customer motor know,4,a,3248,19
keep damage accidental vehicle front service give negative vibe kindly ask place else,3,a,3249,13
richard thank interest motor kindly contact detail amp vehicle variant interested amp team contact,3,a,3250,14
ram stone describes experience motor ever since start use tipper reduction maintenance cost increase performance load capacity,3,a,3251,17
theft get delivery month mar auto paid excess money suppose refund yet get refund spite reminder ask talk multiple person vain,3,a,3252,21
concerned hear want help however without request detail would unable forward concern relevant team assistance,3,a,3253,15
ultra one popular truck motor ultra efficient truck combine strength big truck comfort agility light truck make ideal truck almost every kind business,3,a,3254,23
come lady amp gentleman wait,3,a,3255,5
test drive compulsory need buy car,1,a,3256,6
poor sale support book july promise delivery july today july till date know vehicle deliver reason give concorde motor vehicle allot plant,3,a,3259,22
per update receive team understand vehicle ready delivery communicate via assistance request stay touch surely help,3,a,3260,16
year old vehicle complete thousand run super condition strong product amaze see super vehicle,3,a,3262,14
wrench begin,2,a,3263,2
rub noise hot weather,4,a,3264,4
wait launch version like true,3,a,3265,5
anything specific assist please let know via would glad help,3,a,3267,10
purchasing business,0,a,3271,2
john suggest visit near motor dealership get best guidance per query locate near dealer please click link,3,a,3272,17
definitely want customer experience would like help please share contact information dealership detail vehicle chassis number via relevant team assist soon,3,a,3273,21
without air conditioning,1,a,3275,3
disappointed know experience please share contact information vehicle chassis number location detail via team connect quicker assistance,3,a,3276,17
chevrolet traverse oxygen sensor bank sensor,4,a,3277,6
brother gujarat dealer delivery take july,3,a,3279,6
sell due poor service try improve first,3,a,3281,7
question change tire,4,a,3282,3
bad experience motor motor road bhopal sale misbehave lady customer disappoint hire people,3,a,3284,13
small glimpse ace defender match ceremony held hyderabad july,3,a,3285,9
diesel engine,4,a,3286,2
gauge performance test drive,0,a,3287,4
anything specific assist please share concern detail via would happy help,3,a,3288,11
product extremely proud encapsulates cream engineering prowess style skill firmly look expand brotherhood,3,a,3289,13
fake campaign refer one colleague buy car bought june mention referral almost day voucher ever reach one reply ever pathetic,3,a,3291,20
idea wrong,4,a,3292,2
disappointed hear would really like help please elaborate concern also share contact information vehicle model dealer detail via well assist concern,3,a,3293,21
thank appreciation glad hear honor customer like get back assistance would glad help,3,a,3294,13
sorry face would like help please share contact number book detail via soon contact help improve motor experience,3,a,3295,18
end day revel palace,3,a,3296,4
would definitely help kindly share contact information car chassis number dealer detail via help relevant team connect assistance,3,a,3297,18
want need call,3,a,3298,3
need help wrong car stop middle road drive,2,a,3299,8
mazda issue boost,4,a,3300,3
give safari repair month back lexicon motor quote repair take week two max stretch repair month completion work instal audio system longer work,3,a,3302,23
awful experience pathetic service least bother basic etiquette cater even respond call unprofessional feel absolutely cheat,3,a,3304,16
ram transmission issue,4,a,3305,3
accessory offer purchase car,1,a,3306,4
ought age test drive vehicle,1,a,3307,5
people service charge oil change service people fooling service motor road bhopal,3,a,3308,12
take concern team diligently work get resolve rest assure address early,3,a,3309,11
alternator quit,2,a,3310,2
update even face similar issue,3,a,3311,5
garage reuse inspection sticker,4,a,3312,4
receive detail thing resolve thanks,3,a,3313,5
appreciate enthusiasm technical specification feature detail reveal soon stay tune amp social medium handle information,3,a,3314,15
beware even fully insured case forget car month,3,a,3317,8
situate someone,2,a,3319,2
wish list give facelift sharper front end much like proper automatic diesel,3,a,3320,12
fix need new paint clear coat clay something,4,a,3321,8
mileage car city highway drive test mileage share,1,a,3324,8
model available sale,1,a,3326,3
someone tell part call corvette,4,a,3327,5
productivity prosperity come way carry load capacity know click india,3,a,3328,10
nation brand regret say year purchase magic school amp engine problem replace hue cry engine issue within month guy try show issue,3,a,3329,22
fan maybe come back,4,a,3330,4
possible get test drive automatic version today,3,a,3332,7
many accident car model take place last year,0,a,3333,8
drive engine stop,2,a,3335,3
vehicle home get test drive,1,a,3336,5
schedule appointment date,1,a,3338,3
sir request change mini like venue definitely get heavy,3,a,3339,9
vent difficult direct swing knob poor quality break easily improve design vent easy operate also improve quality knob,3,a,3340,18
option electric car,0,a,3343,3
get constant call side single enquiry make month back since call text constantly tell everyone postpone purchase please enquire make stop,3,a,3345,21
bus advertisement response mil,3,a,3346,4
vehicle model location contact,3,a,3349,4
bluetooth unable connect upgrade android support available android bluetooth,3,a,3350,9
thank share valuable feedback share relevant team consideration get back require assistance would happy help,3,a,3351,15
indeed sad news feel like become anxious year successful car,3,a,3352,10
customer service put thru couple agency mention stock contrary news please check advice buy automatic variant chennai,3,a,3353,17
also per company policy cannot disclose information pertain future product feature stay tune website social medium page catch late update,3,a,3354,20
city across india set witness celebration follow simple step spot drive tomorrow click photo post photo amp tag handle use chance feature,3,a,3355,22
specification engine,1,a,3356,2
sir trust motor decade fraud dealer regime like cargo motor fake negotiation fake commitment cheater sale person response high authority,3,a,3357,20
level service understand foreign company good indian company loss understand economy grow indigenous company poor service,3,a,3358,16
thank bring notice take feedback share relevant team consideration,3,a,3360,9
stop spamming receive unwanted message promotional advertisement warn stop send message else use legal right,3,a,3362,15
need help identify coolant leak please,4,a,3363,6
ford focus bad repair usually,4,a,3364,5
would appear motor warm,2,a,3365,4
team already take concern provide best possible resolution,3,a,3368,8
please share contact information dealer detail via relevant team assist soon,3,a,3370,11
continuous endeavor improve product offering base customer feedback request connect near authorize dealership,3,a,3371,13
car look,0,a,3372,2
encourage employee take first step towards greener future car available bangalore employee commitment drive mobility mission city,3,a,3373,17
thomas thank share detail however would also need contact number via relevant team get touch early,3,a,3374,16
anyone know fit chevy classic,4,a,3375,5
guidance next car purchase sporty,0,a,3376,5
honda civic overheat still,4,a,3377,4
wait motor workshop one yet attend job sheet person enter name register bank people start shout wait even see big line ahead,3,a,3379,22
police catch test drive,1,a,3380,4
customer service satisfaction utmost importance always aim deliver best product amp service customer always strive make experience even well,3,a,3382,19
guy think suzuki swift sport first car,0,a,3384,7
year glory,3,a,3385,2
jay would really like look concern raise please share contact detail car chassis number amp dealer information via connect help,3,a,3387,20
take concern via kindly check acknowledge,3,a,3388,6
amaze celebration wonderful arrangement love,3,a,3389,5
one bad service experience service,3,a,3390,5
look type car family canada,0,a,3391,5
receive detail via acknowledge kindly check,3,a,3393,6
day age car available shelf good question,1,a,3394,7
problem face past month make emotionally depressed frustrate please provide replacement help,3,a,3395,12
need assistance vehicle cease street drive,2,a,3398,6
take concern via facebook forward detail team soon connect assist appreciate cooperation meantime,3,a,3399,13
interior upgraded,0,a,3400,2
update status complaint number,3,a,3401,4
many people car,1,a,3402,3
look crossover around need last two year mile,0,a,3403,8
sincerely apologize face would like help please share contact number vehicle chassis number via team soon contact help regard issue face,3,a,3404,21
guy prefer dual tip exhaust quad exhaust car look,4,a,3405,9
drive motor cease,2,a,3407,3
third class service network thief present workshop steal spare wheel tool,3,a,3408,11
suggestion really help make necessary improvement service thank share valuable feedback share relevant team consideration,3,a,3410,15
two vehicle vehicle honda vehicle purchase vehicle lot issue create continue complaint sale team still close complaint face type problem,3,a,3411,20
old broken time high malfunction frequency defective car sell post also terrible service response see email,3,a,3412,16
teen par speed,3,a,3413,3
make everlasting memory family vacation comfort winger,3,a,3415,7
someone post link driver side panel green amp fusible link connects corolla model best way test volt regulator besides,4,a,3417,19
also regard stay tune website social medium handle get late update,3,a,3418,11
intelligently design provide late technology new terrain performer ability carry heavier load motor know click india,3,a,3419,16
new brake problem mascot motor use abusive language din resolve problem misbehavior,3,a,3420,12
buy two month sale vehicle left axle proper work visit mire workshop problem sort,3,a,3422,14
authentication require test drive,1,a,3423,4
buy service totally disappointed,3,a,3424,4
concorde vehicle mileage issue vehicle many time told concorde unable resolve,3,a,3425,11
month long sort issue music system hang frequently android auto still erratic steer vibration noise many vehicle,3,a,3427,17
hell lot problem past year service car many time avail cannot even access account may account must bar happy wit service derick petrol,3,a,3428,23
amaze feat engineering guy manage pull,3,a,3431,6
hyundai accent clutch noise,4,a,3432,4
need help car look,0,a,3433,4
occurs test drive,1,a,3434,3
look forward buy car want try dealership test drive car available specify detail make car different others,1,a,3438,17
